advertisment_index,time_of_day,day_of_week,agency,text_image_ratio,number_of_users
4782,01:53:04,Saturday,Agency A,0.7006387181186877,147.0
4805,06:31:53,Sunday,Agency E,0.9850782965938015,608.0
4806,02:14:28,Saturday,Agency E,0.8837596565864475,205.0
4806,02:14:57,Saturday,Agency E,0.8837596565864475,206.0
4806,02:28:35,Saturday,Agency E,0.8837596565864475,208.0
4806,02:31:10,Saturday,Agency E,0.8837596565864475,210.0
4806,02:37:17,Saturday,Agency E,0.8837596565864475,213.0
4806,02:54:32,Saturday,Agency E,0.8837596565864475,216.0
4809,00:02:11,Friday,Agency A,0.41939926120824567,28.0
4809,00:02:57,Friday,Agency A,0.41939926120824567,31.0
4809,00:03:02,Friday,Agency A,0.41939926120824567,32.0
4809,00:05:42,Friday,Agency A,0.41939926120824567,33.0
4809,00:06:31,Friday,Agency A,0.41939926120824567,34.0
4809,00:07:18,Friday,Agency A,0.41939926120824567,36.0
4809,00:09:56,Friday,Agency A,0.41939926120824567,37.0
4809,00:10:25,Friday,Agency A,0.41939926120824567,38.0
4809,00:11:44,Friday,Agency A,0.41939926120824567,42.0
4809,00:17:14,Friday,Agency A,0.41939926120824567,45.0
4809,00:17:43,Friday,Agency A,0.41939926120824567,48.0
4809,00:23:55,Friday,Agency A,0.41939926120824567,50.0
4809,00:24:42,Friday,Agency A,0.41939926120824567,51.0
4809,00:24:42,Friday,Agency A,0.41939926120824567,54.0
4809,00:25:28,Friday,Agency A,0.41939926120824567,57.0
4809,00:32:42,Friday,Agency A,0.41939926120824567,60.0
4809,00:35:06,Friday,Agency A,0.41939926120824567,61.0
4809,00:41:58,Friday,Agency A,0.41939926120824567,64.0
4809,00:42:53,Friday,Agency A,0.41939926120824567,65.0
4809,00:46:27,Friday,Agency A,0.41939926120824567,69.0
4809,00:49:07,Friday,Agency A,0.41939926120824567,70.0
4809,00:50:51,Friday,Agency A,0.41939926120824567,73.0
4809,00:53:22,Friday,Agency A,0.41939926120824567,76.0
4810,02:53:26,Tuesday,Agency A,0.14131989350642726,234.0
4810,02:57:28,Tuesday,Agency A,0.14131989350642726,237.0
4812,01:34:35,Wednesday,Agency C,0.36504654029182637,106.0
4815,04:16:16,Sunday,Agency A,0.9523504871380084,432.0
4815,04:47:24,Sunday,Agency A,0.9523504871380084,436.0
4815,04:47:59,Sunday,Agency A,0.9523504871380084,439.0
4815,04:52:14,Sunday,Agency A,0.9523504871380084,442.0
4815,04:55:35,Sunday,Agency A,0.9523504871380084,445.0
4820,10:11:31,Sunday,Agency D,0.2392146187618981,1025.0
4822,06:14:30,Saturday,Agency A,0.14544338419000147,621.0
4822,06:16:43,Saturday,Agency A,0.14544338419000147,622.0
4822,06:26:41,Saturday,Agency A,0.14544338419000147,625.0
4822,06:33:47,Saturday,Agency A,0.14544338419000147,627.0
4822,06:51:34,Saturday,Agency A,0.14544338419000147,628.0
4825,00:21:33,Tuesday,Agency E,0.0005915315963181955,44.0
4825,00:29:23,Tuesday,Agency E,0.0005915315963181955,46.0
4825,00:34:27,Tuesday,Agency E,0.0005915315963181955,48.0
4826,11:34:51,Sunday,Agency C,0.7397194743107123,1147.0
4830,00:04:20,Friday,Agency B,0.7580414417827311,25.0
4830,00:04:39,Friday,Agency B,0.7580414417827311,27.0
4830,00:09:18,Friday,Agency B,0.7580414417827311,28.0
4830,00:12:15,Friday,Agency B,0.7580414417827311,31.0
4830,00:15:59,Friday,Agency B,0.7580414417827311,32.0
4830,00:20:13,Friday,Agency B,0.7580414417827311,33.0
4830,00:28:00,Friday,Agency B,0.7580414417827311,34.0
4830,00:30:59,Friday,Agency B,0.7580414417827311,36.0
4830,00:36:18,Friday,Agency B,0.7580414417827311,38.0
4830,00:42:14,Friday,Agency B,0.7580414417827311,42.0
4830,00:42:23,Friday,Agency B,0.7580414417827311,45.0
4830,00:43:45,Friday,Agency B,0.7580414417827311,46.0
4831,03:46:39,Wednesday,Agency B,0.4403227472917187,344.0
4834,06:00:31,Sunday,Agency A,0.3052436857562135,618.0
4834,06:06:14,Sunday,Agency A,0.3052436857562135,619.0
4834,06:16:45,Sunday,Agency A,0.3052436857562135,622.0
4834,06:33:19,Sunday,Agency A,0.3052436857562135,626.0
4834,06:41:08,Sunday,Agency A,0.3052436857562135,629.0
4842,07:11:19,Sunday,Agency B,0.839775709482624,726.0
4842,07:44:33,Sunday,Agency B,0.839775709482624,730.0
4842,07:54:19,Sunday,Agency B,0.839775709482624,731.0
4853,01:04:00,Saturday,Agency E,0.38175845770359695,116.0
4853,01:04:54,Saturday,Agency E,0.38175845770359695,119.0
4853,01:06:37,Saturday,Agency E,0.38175845770359695,122.0
4853,01:09:41,Saturday,Agency E,0.38175845770359695,126.0
4853,01:10:53,Saturday,Agency E,0.38175845770359695,129.0
4853,01:11:55,Saturday,Agency E,0.38175845770359695,132.0
4853,01:15:46,Saturday,Agency E,0.38175845770359695,136.0
4853,01:19:33,Saturday,Agency E,0.38175845770359695,137.0
4853,01:20:50,Saturday,Agency E,0.38175845770359695,140.0
4853,01:25:13,Saturday,Agency E,0.38175845770359695,144.0
4853,01:26:31,Saturday,Agency E,0.38175845770359695,147.0
4853,01:26:32,Saturday,Agency E,0.38175845770359695,149.0
4853,01:30:35,Saturday,Agency E,0.38175845770359695,153.0
4853,01:30:56,Saturday,Agency E,0.38175845770359695,154.0
4853,01:31:21,Saturday,Agency E,0.38175845770359695,155.0
4853,01:31:39,Saturday,Agency E,0.38175845770359695,159.0
4853,01:32:54,Saturday,Agency E,0.38175845770359695,162.0
4853,01:35:40,Saturday,Agency E,0.38175845770359695,164.0
4853,01:37:51,Saturday,Agency E,0.38175845770359695,167.0
4853,01:45:39,Saturday,Agency E,0.38175845770359695,169.0
4853,01:50:25,Saturday,Agency E,0.38175845770359695,171.0
4853,01:51:53,Saturday,Agency E,0.38175845770359695,174.0
4853,01:56:05,Saturday,Agency E,0.38175845770359695,176.0
4853,01:58:37,Saturday,Agency E,0.38175845770359695,180.0
4854,01:28:28,Friday,Agency C,0.9764220719324622,144.0
4857,02:05:57,Sunday,Agency E,0.3402032382576602,212.0
4857,02:06:00,Sunday,Agency E,0.3402032382576602,216.0
4857,02:07:16,Sunday,Agency E,0.3402032382576602,218.0
4857,02:11:51,Sunday,Agency E,0.3402032382576602,219.0
4857,02:12:23,Sunday,Agency E,0.3402032382576602,223.0
4857,02:12:39,Sunday,Agency E,0.3402032382576602,227.0
4857,02:12:45,Sunday,Agency E,0.3402032382576602,231.0
4857,02:12:51,Sunday,Agency E,0.3402032382576602,233.0
4857,02:15:30,Sunday,Agency E,0.3402032382576602,235.0
4857,02:19:06,Sunday,Agency E,0.3402032382576602,239.0
4857,02:21:33,Sunday,Agency E,0.3402032382576602,240.0
4857,02:22:30,Sunday,Agency E,0.3402032382576602,241.0
4857,02:35:47,Sunday,Agency E,0.3402032382576602,245.0
4857,02:39:56,Sunday,Agency E,0.3402032382576602,249.0
4857,02:46:38,Sunday,Agency E,0.3402032382576602,253.0
4857,02:48:12,Sunday,Agency E,0.3402032382576602,254.0
4857,02:55:40,Sunday,Agency E,0.3402032382576602,258.0
4857,02:56:44,Sunday,Agency E,0.3402032382576602,261.0
4857,02:58:14,Sunday,Agency E,0.3402032382576602,265.0
4857,02:58:34,Sunday,Agency E,0.3402032382576602,268.0
4857,02:59:20,Sunday,Agency E,0.3402032382576602,271.0
4863,07:23:01,Sunday,Agency C,0.11626874376583174,736.0
4863,07:28:35,Sunday,Agency C,0.11626874376583174,738.0
4863,07:30:30,Sunday,Agency C,0.11626874376583174,740.0
4863,07:54:16,Sunday,Agency C,0.11626874376583174,744.0
4866,01:07:54,Wednesday,Agency E,0.6764390155084533,142.0
4867,04:14:01,Friday,Agency C,0.2874212940721239,443.0
4867,04:17:08,Friday,Agency C,0.2874212940721239,446.0
4867,04:34:51,Friday,Agency C,0.2874212940721239,448.0
4871,03:02:05,Friday,Agency D,0.6411722522965733,309.0
4871,03:16:46,Friday,Agency D,0.6411722522965733,310.0
4871,03:24:21,Friday,Agency D,0.6411722522965733,312.0
4877,04:32:53,Saturday,Agency D,0.9672095363280065,448.0
4877,04:59:11,Saturday,Agency D,0.9672095363280065,452.0
4879,06:09:36,Thursday,Agency D,0.2569295082356976,614.0
4884,06:24:43,Saturday,Agency A,0.3899332974426928,640.0
4884,06:55:47,Saturday,Agency A,0.3899332974426928,643.0
4889,04:11:11,Saturday,Agency D,0.32006188626215903,408.0
4889,04:24:08,Saturday,Agency D,0.32006188626215903,409.0
4889,04:25:19,Saturday,Agency D,0.32006188626215903,412.0
4889,04:32:34,Saturday,Agency D,0.32006188626215903,413.0
4891,04:04:04,Friday,Agency D,0.034124309720449,424.0
4891,04:06:04,Friday,Agency D,0.034124309720449,427.0
4891,04:10:10,Friday,Agency D,0.034124309720449,431.0
4891,04:12:22,Friday,Agency D,0.034124309720449,432.0
4891,04:16:44,Friday,Agency D,0.034124309720449,436.0
4891,04:32:50,Friday,Agency D,0.034124309720449,439.0
4891,04:42:43,Friday,Agency D,0.034124309720449,443.0
4891,04:42:47,Friday,Agency D,0.034124309720449,446.0
4891,04:50:08,Friday,Agency D,0.034124309720449,449.0
4896,02:03:40,Saturday,Agency A,0.2563079365131645,207.0
4896,02:10:09,Saturday,Agency A,0.2563079365131645,209.0
4896,02:10:21,Saturday,Agency A,0.2563079365131645,210.0
4896,02:11:18,Saturday,Agency A,0.2563079365131645,212.0
4896,02:14:46,Saturday,Agency A,0.2563079365131645,213.0
4896,02:15:09,Saturday,Agency A,0.2563079365131645,214.0
4896,02:16:15,Saturday,Agency A,0.2563079365131645,218.0
4896,02:16:19,Saturday,Agency A,0.2563079365131645,221.0
4896,02:17:13,Saturday,Agency A,0.2563079365131645,224.0
4896,02:19:25,Saturday,Agency A,0.2563079365131645,226.0
4896,02:23:39,Saturday,Agency A,0.2563079365131645,229.0
4896,02:24:57,Saturday,Agency A,0.2563079365131645,230.0
4896,02:26:11,Saturday,Agency A,0.2563079365131645,232.0
4896,02:29:40,Saturday,Agency A,0.2563079365131645,233.0
4896,02:31:23,Saturday,Agency A,0.2563079365131645,234.0
4896,02:32:13,Saturday,Agency A,0.2563079365131645,236.0
4896,02:33:49,Saturday,Agency A,0.2563079365131645,240.0
4896,02:37:40,Saturday,Agency A,0.2563079365131645,244.0
4896,02:37:52,Saturday,Agency A,0.2563079365131645,247.0
4896,02:43:03,Saturday,Agency A,0.2563079365131645,249.0
4896,02:48:59,Saturday,Agency A,0.2563079365131645,252.0
4896,02:53:32,Saturday,Agency A,0.2563079365131645,254.0
4896,02:53:33,Saturday,Agency A,0.2563079365131645,257.0
4896,02:54:16,Saturday,Agency A,0.2563079365131645,258.0
4901,02:00:27,Saturday,Agency D,0.18489376529745682,208.0
4901,02:00:57,Saturday,Agency D,0.18489376529745682,212.0
4901,02:09:18,Saturday,Agency D,0.18489376529745682,214.0
4901,02:19:38,Saturday,Agency D,0.18489376529745682,216.0
4901,02:31:33,Saturday,Agency D,0.18489376529745682,220.0
4901,02:32:22,Saturday,Agency D,0.18489376529745682,223.0
4901,02:34:06,Saturday,Agency D,0.18489376529745682,226.0
4901,02:37:26,Saturday,Agency D,0.18489376529745682,229.0
4901,02:38:28,Saturday,Agency D,0.18489376529745682,230.0
4901,02:44:59,Saturday,Agency D,0.18489376529745682,231.0
4901,02:45:31,Saturday,Agency D,0.18489376529745682,232.0
4901,02:46:07,Saturday,Agency D,0.18489376529745682,235.0
4901,02:47:33,Saturday,Agency D,0.18489376529745682,239.0
4901,02:49:04,Saturday,Agency D,0.18489376529745682,242.0
4901,02:49:45,Saturday,Agency D,0.18489376529745682,243.0
4901,02:50:44,Saturday,Agency D,0.18489376529745682,246.0
4901,02:54:29,Saturday,Agency D,0.18489376529745682,250.0
4901,02:55:49,Saturday,Agency D,0.18489376529745682,251.0
4901,02:56:18,Saturday,Agency D,0.18489376529745682,253.0
4901,02:57:51,Saturday,Agency D,0.18489376529745682,255.0
4902,04:08:20,Saturday,Agency E,0.5917923884311851,434.0
4902,04:21:19,Saturday,Agency E,0.5917923884311851,436.0
4902,04:33:24,Saturday,Agency E,0.5917923884311851,440.0
4907,01:15:47,Thursday,Agency C,0.8704964956307785,123.0
4907,01:51:16,Thursday,Agency C,0.8704964956307785,127.0
4912,02:42:14,Tuesday,Agency D,0.1020942992917967,213.0
4916,03:09:42,Wednesday,Agency B,0.11427980851122355,316.0
4917,02:00:13,Sunday,Agency D,0.23362902329756152,217.0
4917,02:00:37,Sunday,Agency D,0.23362902329756152,220.0
4917,02:01:15,Sunday,Agency D,0.23362902329756152,224.0
4917,02:02:06,Sunday,Agency D,0.23362902329756152,227.0
4917,02:04:01,Sunday,Agency D,0.23362902329756152,228.0
4917,02:05:21,Sunday,Agency D,0.23362902329756152,232.0
4917,02:05:46,Sunday,Agency D,0.23362902329756152,233.0
4917,02:06:29,Sunday,Agency D,0.23362902329756152,236.0
4917,02:09:30,Sunday,Agency D,0.23362902329756152,238.0
4917,02:12:27,Sunday,Agency D,0.23362902329756152,242.0
4917,02:12:51,Sunday,Agency D,0.23362902329756152,245.0
4917,02:14:47,Sunday,Agency D,0.23362902329756152,249.0
4917,02:15:50,Sunday,Agency D,0.23362902329756152,253.0
4917,02:18:29,Sunday,Agency D,0.23362902329756152,254.0
4917,02:21:45,Sunday,Agency D,0.23362902329756152,255.0
4917,02:25:29,Sunday,Agency D,0.23362902329756152,258.0
4917,02:26:41,Sunday,Agency D,0.23362902329756152,260.0
4917,02:26:54,Sunday,Agency D,0.23362902329756152,263.0
4917,02:28:43,Sunday,Agency D,0.23362902329756152,265.0
4917,02:30:03,Sunday,Agency D,0.23362902329756152,268.0
4917,02:31:02,Sunday,Agency D,0.23362902329756152,272.0
4917,02:32:07,Sunday,Agency D,0.23362902329756152,275.0
4917,02:32:56,Sunday,Agency D,0.23362902329756152,279.0
4917,02:33:41,Sunday,Agency D,0.23362902329756152,281.0
4917,02:33:49,Sunday,Agency D,0.23362902329756152,283.0
4917,02:34:28,Sunday,Agency D,0.23362902329756152,284.0
4917,02:34:45,Sunday,Agency D,0.23362902329756152,287.0
4917,02:35:11,Sunday,Agency D,0.23362902329756152,291.0
4917,02:35:26,Sunday,Agency D,0.23362902329756152,293.0
4917,02:36:33,Sunday,Agency D,0.23362902329756152,294.0
4917,02:37:41,Sunday,Agency D,0.23362902329756152,297.0
4917,02:37:50,Sunday,Agency D,0.23362902329756152,300.0
4917,02:39:06,Sunday,Agency D,0.23362902329756152,302.0
4917,02:39:20,Sunday,Agency D,0.23362902329756152,306.0
4917,02:39:55,Sunday,Agency D,0.23362902329756152,309.0
4917,02:40:53,Sunday,Agency D,0.23362902329756152,313.0
4917,02:41:34,Sunday,Agency D,0.23362902329756152,317.0
4917,02:43:03,Sunday,Agency D,0.23362902329756152,319.0
4917,02:43:43,Sunday,Agency D,0.23362902329756152,320.0
4917,02:44:35,Sunday,Agency D,0.23362902329756152,321.0
4917,02:46:06,Sunday,Agency D,0.23362902329756152,324.0
4917,02:46:07,Sunday,Agency D,0.23362902329756152,325.0
4917,02:50:22,Sunday,Agency D,0.23362902329756152,326.0
4917,02:53:20,Sunday,Agency D,0.23362902329756152,327.0
4917,02:53:46,Sunday,Agency D,0.23362902329756152,329.0
4917,02:54:56,Sunday,Agency D,0.23362902329756152,331.0
4918,02:13:35,Thursday,Agency C,0.7349847647446621,240.0
4920,08:51:43,Saturday,Agency A,0.7174793895961129,847.0
4922,00:00:16,Wednesday,Agency B,0.15983253801970032,7.0
4922,00:01:06,Wednesday,Agency B,0.15983253801970032,10.0
4922,00:22:26,Wednesday,Agency B,0.15983253801970032,13.0
4922,00:24:45,Wednesday,Agency B,0.15983253801970032,17.0
4922,00:26:41,Wednesday,Agency B,0.15983253801970032,18.0
4922,00:31:19,Wednesday,Agency B,0.15983253801970032,20.0
4922,00:35:12,Wednesday,Agency B,0.15983253801970032,24.0
4926,05:02:54,Sunday,Agency E,0.6008407014837064,536.0
4926,05:11:39,Sunday,Agency E,0.6008407014837064,537.0
4926,05:16:13,Sunday,Agency E,0.6008407014837064,541.0
4926,05:41:42,Sunday,Agency E,0.6008407014837064,545.0
4926,05:46:01,Sunday,Agency E,0.6008407014837064,546.0
4926,05:48:26,Sunday,Agency E,0.6008407014837064,549.0
4926,05:53:23,Sunday,Agency E,0.6008407014837064,550.0
4926,05:57:34,Sunday,Agency E,0.6008407014837064,554.0
4928,03:02:39,Friday,Agency C,0.32968770487646837,322.0
4928,03:19:36,Friday,Agency C,0.32968770487646837,324.0
4928,03:27:12,Friday,Agency C,0.32968770487646837,328.0
4928,03:41:53,Friday,Agency C,0.32968770487646837,329.0
4928,03:48:58,Friday,Agency C,0.32968770487646837,330.0
4931,03:00:40,Sunday,Agency D,0.27948465143201073,330.0
4931,03:05:32,Sunday,Agency D,0.27948465143201073,331.0
4931,03:07:47,Sunday,Agency D,0.27948465143201073,334.0
4931,03:09:29,Sunday,Agency D,0.27948465143201073,336.0
4931,03:18:34,Sunday,Agency D,0.27948465143201073,337.0
4931,03:22:18,Sunday,Agency D,0.27948465143201073,341.0
4931,03:23:16,Sunday,Agency D,0.27948465143201073,345.0
4931,03:26:30,Sunday,Agency D,0.27948465143201073,346.0
4931,03:26:45,Sunday,Agency D,0.27948465143201073,350.0
4931,03:26:46,Sunday,Agency D,0.27948465143201073,351.0
4931,03:30:36,Sunday,Agency D,0.27948465143201073,354.0
4931,03:31:22,Sunday,Agency D,0.27948465143201073,358.0
4931,03:32:42,Sunday,Agency D,0.27948465143201073,359.0
4931,03:36:03,Sunday,Agency D,0.27948465143201073,363.0
4931,03:40:20,Sunday,Agency D,0.27948465143201073,365.0
4931,03:40:56,Sunday,Agency D,0.27948465143201073,366.0
4931,03:42:07,Sunday,Agency D,0.27948465143201073,369.0
4931,03:43:29,Sunday,Agency D,0.27948465143201073,373.0
4931,03:43:44,Sunday,Agency D,0.27948465143201073,374.0
4931,03:45:54,Sunday,Agency D,0.27948465143201073,377.0
4931,03:50:57,Sunday,Agency D,0.27948465143201073,379.0
4931,03:52:07,Sunday,Agency D,0.27948465143201073,381.0
4931,03:56:04,Sunday,Agency D,0.27948465143201073,385.0
4933,01:00:04,Saturday,Agency C,0.2107897001342912,122.0
4933,01:01:30,Saturday,Agency C,0.2107897001342912,124.0
4933,01:01:53,Saturday,Agency C,0.2107897001342912,127.0
4933,01:02:00,Saturday,Agency C,0.2107897001342912,131.0
4933,01:03:53,Saturday,Agency C,0.2107897001342912,134.0
4933,01:04:23,Saturday,Agency C,0.2107897001342912,138.0
4933,01:04:25,Saturday,Agency C,0.2107897001342912,140.0
4933,01:04:43,Saturday,Agency C,0.2107897001342912,143.0
4933,01:04:44,Saturday,Agency C,0.2107897001342912,147.0
4933,01:09:07,Saturday,Agency C,0.2107897001342912,150.0
4933,01:09:58,Saturday,Agency C,0.2107897001342912,154.0
4933,01:10:34,Saturday,Agency C,0.2107897001342912,155.0
4933,01:12:22,Saturday,Agency C,0.2107897001342912,158.0
4933,01:13:41,Saturday,Agency C,0.2107897001342912,162.0
4933,01:16:11,Saturday,Agency C,0.2107897001342912,163.0
4933,01:17:34,Saturday,Agency C,0.2107897001342912,165.0
4933,01:17:43,Saturday,Agency C,0.2107897001342912,167.0
4933,01:18:20,Saturday,Agency C,0.2107897001342912,168.0
4933,01:20:32,Saturday,Agency C,0.2107897001342912,172.0
4933,01:21:55,Saturday,Agency C,0.2107897001342912,175.0
4933,01:23:21,Saturday,Agency C,0.2107897001342912,177.0
4933,01:24:47,Saturday,Agency C,0.2107897001342912,181.0
4933,01:25:54,Saturday,Agency C,0.2107897001342912,182.0
4933,01:26:26,Saturday,Agency C,0.2107897001342912,183.0
4933,01:26:26,Saturday,Agency C,0.2107897001342912,186.0
4933,01:27:24,Saturday,Agency C,0.2107897001342912,189.0
4933,01:30:13,Saturday,Agency C,0.2107897001342912,193.0
4933,01:31:48,Saturday,Agency C,0.2107897001342912,197.0
4933,01:31:49,Saturday,Agency C,0.2107897001342912,200.0
4933,01:34:17,Saturday,Agency C,0.2107897001342912,202.0
4933,01:34:28,Saturday,Agency C,0.2107897001342912,205.0
4933,01:37:46,Saturday,Agency C,0.2107897001342912,207.0
4933,01:39:23,Saturday,Agency C,0.2107897001342912,211.0
4933,01:39:42,Saturday,Agency C,0.2107897001342912,215.0
4933,01:41:02,Saturday,Agency C,0.2107897001342912,217.0
4933,01:43:39,Saturday,Agency C,0.2107897001342912,220.0
4933,01:44:21,Saturday,Agency C,0.2107897001342912,221.0
4933,01:44:35,Saturday,Agency C,0.2107897001342912,222.0
4933,01:45:06,Saturday,Agency C,0.2107897001342912,226.0
4933,01:45:25,Saturday,Agency C,0.2107897001342912,230.0
4933,01:49:09,Saturday,Agency C,0.2107897001342912,234.0
4933,01:49:11,Saturday,Agency C,0.2107897001342912,238.0
4933,01:52:10,Saturday,Agency C,0.2107897001342912,239.0
4933,01:55:44,Saturday,Agency C,0.2107897001342912,241.0
4933,01:57:29,Saturday,Agency C,0.2107897001342912,242.0
4940,04:21:05,Thursday,Agency C,0.9328471295779267,411.0
4940,04:30:23,Thursday,Agency C,0.9328471295779267,412.0
4946,02:01:25,Thursday,Agency A,0.07440868585887694,214.0
4946,02:12:20,Thursday,Agency A,0.07440868585887694,217.0
4946,02:14:06,Thursday,Agency A,0.07440868585887694,219.0
4946,02:30:04,Thursday,Agency A,0.07440868585887694,222.0
4946,02:40:43,Thursday,Agency A,0.07440868585887694,225.0
4951,02:05:09,Sunday,Agency C,0.8002148226476583,222.0
4951,02:08:37,Sunday,Agency C,0.8002148226476583,223.0
4951,02:09:46,Sunday,Agency C,0.8002148226476583,227.0
4951,02:21:39,Sunday,Agency C,0.8002148226476583,229.0
4951,02:27:45,Sunday,Agency C,0.8002148226476583,230.0
4951,02:30:29,Sunday,Agency C,0.8002148226476583,231.0
4951,02:31:18,Sunday,Agency C,0.8002148226476583,234.0
4951,02:33:51,Sunday,Agency C,0.8002148226476583,237.0
4951,02:42:39,Sunday,Agency C,0.8002148226476583,239.0
4951,02:59:37,Sunday,Agency C,0.8002148226476583,243.0
4951,02:59:57,Sunday,Agency C,0.8002148226476583,245.0
4960,06:18:31,Saturday,Agency C,0.7787562711341816,635.0
4964,01:03:06,Saturday,Agency B,0.0744788930801904,104.0
4964,01:07:05,Saturday,Agency B,0.0744788930801904,106.0
4964,01:07:18,Saturday,Agency B,0.0744788930801904,110.0
4964,01:08:07,Saturday,Agency B,0.0744788930801904,113.0
4964,01:08:28,Saturday,Agency B,0.0744788930801904,117.0
4964,01:09:35,Saturday,Agency B,0.0744788930801904,120.0
4964,01:11:20,Saturday,Agency B,0.0744788930801904,124.0
4964,01:11:59,Saturday,Agency B,0.0744788930801904,128.0
4964,01:15:41,Saturday,Agency B,0.0744788930801904,131.0
4964,01:17:40,Saturday,Agency B,0.0744788930801904,132.0
4964,01:17:46,Saturday,Agency B,0.0744788930801904,134.0
4964,01:19:08,Saturday,Agency B,0.0744788930801904,136.0
4964,01:20:20,Saturday,Agency B,0.0744788930801904,139.0
4964,01:20:27,Saturday,Agency B,0.0744788930801904,141.0
4964,01:21:27,Saturday,Agency B,0.0744788930801904,143.0
4964,01:21:42,Saturday,Agency B,0.0744788930801904,144.0
4964,01:23:31,Saturday,Agency B,0.0744788930801904,146.0
4964,01:23:37,Saturday,Agency B,0.0744788930801904,148.0
4964,01:24:43,Saturday,Agency B,0.0744788930801904,149.0
4964,01:24:51,Saturday,Agency B,0.0744788930801904,150.0
4964,01:29:03,Saturday,Agency B,0.0744788930801904,152.0
4964,01:29:14,Saturday,Agency B,0.0744788930801904,155.0
4964,01:29:49,Saturday,Agency B,0.0744788930801904,157.0
4964,01:30:22,Saturday,Agency B,0.0744788930801904,159.0
4964,01:30:35,Saturday,Agency B,0.0744788930801904,163.0
4964,01:31:08,Saturday,Agency B,0.0744788930801904,164.0
4964,01:32:40,Saturday,Agency B,0.0744788930801904,165.0
4964,01:34:07,Saturday,Agency B,0.0744788930801904,167.0
4964,01:35:00,Saturday,Agency B,0.0744788930801904,170.0
4964,01:35:15,Saturday,Agency B,0.0744788930801904,173.0
4964,01:38:21,Saturday,Agency B,0.0744788930801904,175.0
4964,01:38:22,Saturday,Agency B,0.0744788930801904,178.0
4964,01:39:09,Saturday,Agency B,0.0744788930801904,180.0
4964,01:39:21,Saturday,Agency B,0.0744788930801904,182.0
4964,01:40:32,Saturday,Agency B,0.0744788930801904,186.0
4964,01:40:56,Saturday,Agency B,0.0744788930801904,187.0
4964,01:41:44,Saturday,Agency B,0.0744788930801904,189.0
4964,01:45:14,Saturday,Agency B,0.0744788930801904,192.0
4964,01:50:20,Saturday,Agency B,0.0744788930801904,194.0
4964,01:51:01,Saturday,Agency B,0.0744788930801904,195.0
4964,01:51:27,Saturday,Agency B,0.0744788930801904,199.0
4964,01:51:27,Saturday,Agency B,0.0744788930801904,202.0
4964,01:51:55,Saturday,Agency B,0.0744788930801904,204.0
4964,01:52:51,Saturday,Agency B,0.0744788930801904,207.0
4964,01:53:33,Saturday,Agency B,0.0744788930801904,208.0
4964,01:54:16,Saturday,Agency B,0.0744788930801904,210.0
4964,01:55:06,Saturday,Agency B,0.0744788930801904,211.0
4964,01:55:37,Saturday,Agency B,0.0744788930801904,212.0
4964,01:55:42,Saturday,Agency B,0.0744788930801904,213.0
4964,01:56:13,Saturday,Agency B,0.0744788930801904,217.0
4968,01:02:12,Friday,Agency D,0.5754333796092039,125.0
4968,01:17:16,Friday,Agency D,0.5754333796092039,129.0
4968,01:20:41,Friday,Agency D,0.5754333796092039,132.0
4968,01:24:13,Friday,Agency D,0.5754333796092039,133.0
4968,01:49:32,Friday,Agency D,0.5754333796092039,137.0
4970,01:08:12,Friday,Agency D,0.8979180829343275,143.0
4970,01:13:40,Friday,Agency D,0.8979180829343275,147.0
4970,01:15:58,Friday,Agency D,0.8979180829343275,150.0
4970,01:36:19,Friday,Agency D,0.8979180829343275,151.0
4970,01:46:53,Friday,Agency D,0.8979180829343275,154.0
4980,01:05:10,Wednesday,Agency C,0.039352033670415065,127.0
4980,01:15:14,Wednesday,Agency C,0.039352033670415065,131.0
4980,01:16:21,Wednesday,Agency C,0.039352033670415065,134.0
4980,01:19:19,Wednesday,Agency C,0.039352033670415065,135.0
4980,01:21:52,Wednesday,Agency C,0.039352033670415065,139.0
4980,01:25:58,Wednesday,Agency C,0.039352033670415065,140.0
4980,01:35:56,Wednesday,Agency C,0.039352033670415065,143.0
4980,01:42:06,Wednesday,Agency C,0.039352033670415065,147.0
4981,05:00:26,Friday,Agency E,0.01280965529258371,510.0
4981,05:15:04,Friday,Agency E,0.01280965529258371,512.0
4981,05:53:24,Friday,Agency E,0.01280965529258371,516.0
4982,04:05:33,Sunday,Agency C,0.15181307291319068,428.0
4982,04:12:28,Sunday,Agency C,0.15181307291319068,432.0
4982,04:15:36,Sunday,Agency C,0.15181307291319068,434.0
4982,04:20:04,Sunday,Agency C,0.15181307291319068,438.0
4982,04:24:03,Sunday,Agency C,0.15181307291319068,441.0
4982,04:25:21,Sunday,Agency C,0.15181307291319068,445.0
4982,04:27:45,Sunday,Agency C,0.15181307291319068,446.0
4982,04:32:48,Sunday,Agency C,0.15181307291319068,449.0
4982,04:33:54,Sunday,Agency C,0.15181307291319068,452.0
4982,04:35:08,Sunday,Agency C,0.15181307291319068,456.0
4982,04:38:07,Sunday,Agency C,0.15181307291319068,460.0
4982,04:40:44,Sunday,Agency C,0.15181307291319068,461.0
4982,04:42:14,Sunday,Agency C,0.15181307291319068,463.0
4982,04:42:51,Sunday,Agency C,0.15181307291319068,464.0
4982,04:43:06,Sunday,Agency C,0.15181307291319068,467.0
